agent_id,count_last,best_reward,reward_last_average,solved_on,reward_target,gravity,masscart,masspole,force_mag
a6245fc3-aa5a-4fef-83a1-6f606c72fa85,20,500.0,101.8,20000,200.0,17.64,1.0,0.2,16.0
8951fd24-59c0-42b5-b8d7-55fcc4878c51,20,500.0,206.65,665,200.0,6.86,1.0,0.1,10.0
ca1803e7-0ebf-42cd-b711-7cb09506de8f,20,500.0,200.6,610,200.0,6.86,1.0,0.1,8.0
f9a702d6-d04a-41d9-8ee5-cbd7686d7b4a,20,500.0,201.25,797,200.0,6.86,1.0,0.1,12.0
060d1b2c-fb7b-47c4-bb2d-432cbac60956,20,500.0,220.1,572,200.0,6.86,1.0,0.1,6.0
b4212b4a-d196-4dd8-b8e6-de6dddcfc223,20,500.0,200.4,16712,200.0,6.86,1.0,0.1,14.0
07b0c6b0-d877-4864-ac2e-caa5e3f6147e,20,500.0,204.75,636,200.0,6.86,1.0,0.1,16.0
4a59ef5b-69a2-4e86-a563-6ff98ddc1dfc,20,500.0,201.3,609,200.0,6.86,1.0,0.07,10.0
e6e80db9-0902-4336-be0f-3669ca798d11,20,500.0,117.1,20000,200.0,6.86,1.0,0.07,8.0
f128fe37-e424-4680-ae07-c628780dc0c2,20,478.0,200.45,499,200.0,6.86,1.0,0.07,12.0
971de038-b293-4e44-94b6-554da0971825,20,500.0,202.1,693,200.0,6.86,1.0,0.07,6.0
0e923e23-46b8-454d-a173-6199f328cabb,20,459.0,210.1,702,200.0,6.86,1.0,0.07,14.0
2b0ad376-2a9a-4409-bde6-6c47172cfdf1,20,500.0,204.3,551,200.0,6.86,1.0,0.07,16.0
03e68d63-1e0c-42ed-9b09-34b32bb89a33,20,500.0,212.65,491,200.0,6.86,1.0,0.15000000000000002,10.0
6c9f157f-6b85-4c6b-96a0-9d332158e9d8,20,500.0,202.5,491,200.0,6.86,1.0,0.15000000000000002,8.0
a211ebba-ed02-4327-b352-f5660abc38f5,20,500.0,201.15,2835,200.0,6.86,1.0,0.15000000000000002,12.0
1f343ea9-a6ee-4065-b21a-e1cfdee9ac72,20,500.0,200.0,576,200.0,6.86,1.0,0.15000000000000002,6.0
7994628a-b164-4edc-8c0e-cf93c60d834e,20,397.0,204.0,635,200.0,6.86,1.0,0.15000000000000002,14.0
e32a592d-0a06-4a58-8393-9b7e2106efa3,20,500.0,203.35,490,200.0,6.86,1.0,0.15000000000000002,16.0
a7c53810-fbaa-43a5-88b6-769f8eebd4e1,20,500.0,200.15,531,200.0,6.86,1.0,0.2,10.0
5abc46d7-7805-45f1-836a-f7061365a28d,20,500.0,209.95,885,200.0,6.86,1.0,0.2,8.0
162d9293-e597-4b61-9bf3-873a08e6ec0b,20,422.0,202.8,540,200.0,6.86,1.0,0.2,12.0
e640a637-c8cb-44a8-bf46-6312983315ae,20,500.0,209.45,479,200.0,6.86,1.0,0.2,6.0
a697e6d1-2134-4575-938e-648c2bb48244,20,500.0,202.2,715,200.0,6.86,1.0,0.2,14.0
bc2de936-3a4d-4727-b773-8e15b5f49462,20,347.0,207.8,708,200.0,6.86,1.0,0.2,16.0
